MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2,27,3,WN,N269WN,1562,11697,FLL,"Fort Lauderdale, FL",13204,MCO,"Orlando, FL",1020,1032,12,0,1000-1059,1125,1132,7,1100-1159,0,,65,60,177,1,,,,,
2,27,3,WN,N743SW,2378,11697,FLL,"Fort Lauderdale, FL",13204,MCO,"Orlando, FL",1910,1931,21,1,1900-1959,2020,2116,56,2000-2059,0,,70,105,177,1,21,0,35,0,0
2,27,3,WN,N435WN,400,11697,FLL,"Fort Lauderdale, FL",13232,MDW,"Chicago, IL",1955,2044,49,1,1900-1959,2205,2304,59,2200-2259,0,,190,200,1167,5,6,0,10,0,43
2,27,3,WN,N204WN,606,11697,FLL,"Fort Lauderdale, FL",13232,MDW,"Chicago, IL",1705,1711,6,0,1700-1759,1920,1955,35,1900-1959,0,,195,224,1167,5,6,0,29,0,0
2,27,3,WN,N8718Q,1741,11697,FLL,"Fort Lauderdale, FL",13232,MDW,"Chicago, IL",640,638,0,0,0600-0659,855,850,0,0800-0859,0,,195,192,1167,5,,,,,
2,27,3,WN,N7837A,2131,11697,FLL,"Fort Lauderdale, FL",13342,MKE,"Milwaukee, WI",1655,1705,10,0,1600-1659,1920,2032,72,1900-1959,0,,205,267,1243,5,10,0,62,0,0
2,27,3,WN,N919WN,1984,11697,FLL,"Fort Lauderdale, FL",13495,MSY,"New Orleans, LA",1725,1730,5,0,1700-1759,1840,1932,52,1800-1859,0,,135,182,674,3,0,0,52,0,0
2,27,3,WN,N7840A,2124,11697,FLL,"Fort Lauderdale, FL",13495,MSY,"New Orleans, LA",655,650,0,0,0600-0659,800,755,0,0800-0859,0,,125,125,674,3,,,,,
2,27,3,WN,N8314L,373,11697,FLL,"Fort Lauderdale, FL",14100,PHL,"Philadelphia, PA",1930,1950,20,1,1900-1959,2215,2309,54,2200-2259,0,,165,199,992,4,20,0,34,0,0
2,27,3,WN,N953WN,1980,11697,FLL,"Fort Lauderdale, FL",14100,PHL,"Philadelphia, PA",850,854,4,0,0800-0859,1140,1134,0,1100-1159,0,,170,160,992,4,,,,,
2,27,3,WN,N8306H,2295,11697,FLL,"Fort Lauderdale, FL",14107,PHX,"Phoenix, AZ",855,854,0,0,0800-0859,1205,1220,15,1200-1259,0,,310,326,1972,8,0,0,15,0,0
2,27,3,WN,N8654B,1082,11697,FLL,"Fort Lauderdale, FL",14122,PIT,"Pittsburgh, PA",1100,1102,2,0,1100-1159,1340,1333,0,1300-1359,0,,160,151,994,4,,,,,
2,27,3,WN,N8569Z,1498,11697,FLL,"Fort Lauderdale, FL",14307,PVD,"Providence, RI",1155,1149,0,0,1100-1159,1500,1444,0,1500-1559,0,,185,175,1188,5,,,,,
2,27,3,WN,N211WN,1512,11697,FLL,"Fort Lauderdale, FL",14307,PVD,"Providence, RI",2115,,,,2100-2159,10,,,0001-0559,1,B,175,,1188,5,,,,,
2,27,3,WN,N490WN,904,11697,FLL,"Fort Lauderdale, FL",14492,RDU,"Raleigh/Durham, NC",1940,2023,43,1,1900-1959,2145,2256,71,2100-2159,0,,125,153,680,3,0,43,28,0,0
2,27,3,WN,N443WN,1472,11697,FLL,"Fort Lauderdale, FL",14683,SAT,"San Antonio, TX",1535,1533,0,0,1500-1559,1755,1748,0,1700-1759,0,,200,195,1145,5,,,,,
2,27,3,WN,N7732A,1837,11697,FLL,"Fort Lauderdale, FL",14843,SJU,"San Juan, PR",1755,2129,214,1,1700-1759,2130,111,221,2100-2159,0,,155,162,1046,5,0,0,221,0,0
2,27,3,WN,N8617E,2047,11697,FLL,"Fort Lauderdale, FL",14843,SJU,"San Juan, PR",1145,1216,31,1,1100-1159,1520,1541,21,1500-1559,0,,155,145,1046,5,1,0,0,0,20
2,27,3,WN,N264LV,898,11697,FLL,"Fort Lauderdale, FL",15016,STL,"St. Louis, MO",1950,2043,53,1,1900-1959,2150,2303,73,2100-2159,0,,180,200,1057,5,0,0,34,0,39
2,27,3,WN,N7814B,2203,11697,FLL,"Fort Lauderdale, FL",15016,STL,"St. Louis, MO",1005,1001,0,0,1000-1059,1205,1148,0,1200-1259,0,,180,167,1057,5,,,,,
2,27,3,WN,N748SW,283,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",1540,1606,26,1,1500-1559,1655,1806,71,1600-1659,0,,75,120,197,1,26,0,45,0,0
2,27,3,WN,N786SW,375,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",605,558,0,0,0600-0659,710,655,0,0700-0759,0,,65,57,197,1,,,,,
2,27,3,WN,N440LV,541,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",2055,,,,2000-2059,2205,,,2200-2259,1,A,70,,197,1,,,,,
2,27,3,WN,N214WN,874,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",1030,1025,0,0,1000-1059,1135,1122,0,1100-1159,0,,65,57,197,1,,,,,
2,27,3,WN,N8670A,2118,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",1750,1758,8,0,1700-1759,1900,2002,62,1900-1959,0,,70,124,197,1,0,0,54,0,8
2,27,3,WN,N712SW,178,11884,GEG,"Spokane, WA",10713,BOI,"Boise, ID",1955,1955,0,0,1900-1959,2200,2156,0,2200-2259,0,,65,61,287,2,,,,,
2,27,3,WN,N559WN,847,11884,GEG,"Spokane, WA",10713,BOI,"Boise, ID",1040,1052,12,0,1000-1059,1240,1309,29,1200-1259,0,,60,77,287,2,0,0,17,0,12
2,27,3,WN,N8683D,122,11884,GEG,"Spokane, WA",11292,DEN,"Denver, CO",1200,1159,0,0,1200-1259,1510,1530,20,1500-1559,0,,130,151,836,4,0,0,20,0,0
2,27,3,WN,N8546V,2303,11884,GEG,"Spokane, WA",11292,DEN,"Denver, CO",640,639,0,0,0600-0659,950,1016,26,0900-0959,0,,130,157,836,4,0,0,26,0,0
2,27,3,WN,N8693A,104,11884,GEG,"Spokane, WA",12889,LAS,"Las Vegas, NV",720,714,0,0,0700-0759,940,937,0,0900-0959,0,,140,143,806,4,,,,,
2,27,3,WN,N785SW,2092,11884,GEG,"Spokane, WA",12889,LAS,"Las Vegas, NV",1350,1408,18,1,1300-1359,1610,1625,15,1600-1659,0,,140,137,806,4,1,0,0,0,14
2,27,3,WN,N275WN,369,11884,GEG,"Spokane, WA",13796,OAK,"Oakland, CA",525,519,0,0,0001-0559,735,736,1,0700-0759,0,,130,137,723,3,,,,,
2,27,3,WN,N8704Q,1568,11884,GEG,"Spokane, WA",13796,OAK,"Oakland, CA",1620,1614,0,0,1600-1659,1825,1835,10,1800-1859,0,,125,141,723,3,,,,,
2,27,3,WN,N8644C,2073,11884,GEG,"Spokane, WA",14107,PHX,"Phoenix, AZ",900,857,0,0,0900-0959,1240,1245,5,1200-1259,0,,160,168,1020,5,,,,,
2,27,3,WN,N966WN,1155,11884,GEG,"Spokane, WA",14831,SJC,"San Jose, CA",830,830,0,0,0800-0859,1045,1044,0,1000-1059,0,,135,134,742,3,,,,,
2,27,3,WN,N713SW,1376,11884,GEG,"Spokane, WA",14893,SMF,"Sacramento, CA",1755,1753,0,0,1700-1759,1955,1955,0,1900-1959,0,,120,122,649,3,,,,,
2,27,3,WN,N7840A,2124,11986,GRR,"Grand Rapids, MI",10821,BWI,"Baltimore, MD",1630,1635,5,0,1600-1659,1805,1755,0,1800-1859,0,,95,80,528,3,,,,,
2,27,3,WN,N480WN,2238,11986,GRR,"Grand Rapids, MI",13204,MCO,"Orlando, FL",630,630,0,0,0600-0659,925,944,19,0900-0959,0,,175,194,1024,5,0,0,19,0,0
2,27,3,WN,N214WN,874,11986,GRR,"Grand Rapids, MI",13232,MDW,"Chicago, IL",1740,1734,0,0,1700-1759,1740,1809,29,1700-1759,0,,60,95,137,1,0,0,29,0,0
2,27,3,WN,N7730A,1044,11986,GRR,"Grand Rapids, MI",13232,MDW,"Chicago, IL",1340,1443,63,1,1300-1359,1350,1442,52,1300-1359,0,,70,59,137,1,0,0,0,0,52
2,27,3,WN,N8563Z,5575,11986,GRR,"Grand Rapids, MI",13232,MDW,"Chicago, IL",725,723,0,0,0700-0759,735,749,14,0700-0759,0,,70,86,137,1,,,,,
2,27,3,WN,N915WN,1798,11986,GRR,"Grand Rapids, MI",14635,RSW,"Fort Myers, FL",1120,1117,0,0,1100-1159,1415,1416,1,1400-1459,0,,175,179,1147,5,,,,,
2,27,3,WN,N7853B,747,11996,GSP,"Greer, SC",10397,ATL,"Atlanta, GA",1245,1236,0,0,1200-1259,1350,1324,0,1300-1359,0,,65,48,153,1,,,,,
2,27,3,WN,N958WN,797,11996,GSP,"Greer, SC",10397,ATL,"Atlanta, GA",1715,1728,13,0,1700-1759,1825,1826,1,1800-1859,0,,70,58,153,1,,,,,
2,27,3,WN,N481WN,815,11996,GSP,"Greer, SC",10397,ATL,"Atlanta, GA",640,635,0,0,0600-0659,750,724,0,0700-0759,0,,70,49,153,1,,,,,
2,27,3,WN,N8680C,332,12191,HOU,"Houston, TX",10140,ABQ,"Albuquerque, NM",2145,2239,54,1,2100-2159,2300,2345,45,2300-2359,0,,135,126,759,4,45,0,0,0,0
2,27,3,WN,N7729A,411,12191,HOU,"Houston, TX",10140,ABQ,"Albuquerque, NM",855,850,0,0,0800-0859,1015,1007,0,1000-1059,0,,140,137,759,4,,,,,
