MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2,1,5,AA,,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,759,0,0,0800-0859,1133,1058,0,1100-1159,0,,393,359,2475,10,,,,,
2,2,6,AA,N116AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,849,49,1,0800-0859,1133,1156,23,1100-1159,0,,393,367,2475,10,23,0,0,0,0
2,3,7,AA,N105NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,756,0,0,0800-0859,1133,1108,0,1100-1159,0,,393,372,2475,10,,,,,
2,4,1,AA,N108NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,756,0,0,0800-0859,1133,1126,0,1100-1159,0,,393,390,2475,10,,,,,
2,5,2,AA,,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1133,1112,0,1100-1159,0,,393,377,2475,10,,,,,
2,6,3,AA,N104NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,754,0,0,0800-0859,1133,1117,0,1100-1159,0,,393,383,2475,10,,,,,
2,7,4,AA,N106NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1133,1132,0,1100-1159,0,,393,397,2475,10,,,,,
2,8,5,AA,,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,754,0,0,0800-0859,1133,1125,0,1100-1159,0,,393,391,2475,10,,,,,
2,9,6,AA,N113AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,759,0,0,0800-0859,1133,1206,33,1100-1159,0,,393,427,2475,10,0,0,33,0,0
2,10,7,AA,N111ZM,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1133,1155,22,1100-1159,0,,393,420,2475,10,0,0,22,0,0
2,11,1,AA,N109NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,752,0,0,0800-0859,1133,1129,0,1100-1159,0,,393,397,2475,10,,,,,
2,12,2,AA,N109NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,754,0,0,0800-0859,1133,1123,0,1100-1159,0,,393,389,2475,10,,,,,
2,13,3,AA,N116AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,802,2,0,0800-0859,1133,1231,58,1100-1159,0,,393,449,2475,10,0,0,58,0,0
2,14,4,AA,N112AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,754,0,0,0800-0859,1140,1202,22,1100-1159,0,,400,428,2475,10,0,0,22,0,0
2,15,5,AA,N105NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1140,1147,7,1100-1159,0,,400,412,2475,10,,,,,
2,16,6,AA,N117AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,753,0,0,0800-0859,1140,1112,0,1100-1159,0,,400,379,2475,10,,,,,
2,17,7,AA,N117AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,756,0,0,0800-0859,1140,1109,0,1100-1159,0,,400,373,2475,10,,,,,
2,18,1,AA,N104NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,756,0,0,0800-0859,1140,1134,0,1100-1159,0,,400,398,2475,10,,,,,
2,19,2,AA,N105NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,756,0,0,0800-0859,1140,1143,3,1100-1159,0,,400,407,2475,10,,,,,
2,20,3,AA,N114NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,800,0,0,0800-0859,1140,1150,10,1100-1159,0,,400,410,2475,10,,,,,
2,21,4,AA,N108NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,759,0,0,0800-0859,1140,1217,37,1100-1159,0,,400,438,2475,10,0,0,37,0,0
2,22,5,AA,N105NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,753,0,0,0800-0859,1140,1143,3,1100-1159,0,,400,410,2475,10,,,,,
2,23,6,AA,N112AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1140,1126,0,1100-1159,0,,400,391,2475,10,,,,,
2,24,7,AA,N112AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,802,2,0,0800-0859,1140,1148,8,1100-1159,0,,400,406,2475,10,,,,,
2,,1,AA,N112AN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,754,0,0,0800-0859,1140,1137,0,1100-1159,0,,400,403,2475,10,,,,,
2,26,2,AA,N108NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,751,0,0,0800-0859,1140,1112,0,1100-1159,0,,400,381,2475,10,,,,,
2,27,3,AA,N101NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,755,0,0,0800-0859,1140,1121,0,1100-1159,0,,400,386,2475,10,,,,,
2,28,4,AA,N103NN,1,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",800,757,0,0,0800-0859,1140,1124,0,1100-1159,0,,400,387,2475,10,,,,,
2,1,5,AA,N115NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,903,3,0,0900-0959,1730,1744,14,1700-1759,0,,330,341,2475,10,,,,,
2,2,6,AA,N109NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,854,0,0,0900-0959,1730,1718,0,1700-1759,0,,330,324,2475,10,,,,,
2,4,1,AA,N114NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,952,52,1,0900-0959,1730,1802,32,1700-1759,0,,330,310,2475,10,0,0,32,0,0
2,5,2,AA,N106NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,856,0,0,0900-0959,1730,1642,0,1700-1759,0,,330,286,2475,10,,,,,
2,6,3,AA,N102NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,1049,109,1,0900-0959,1730,1904,94,1700-1759,0,,330,315,2475,10,94,0,0,0,0
2,7,4,AA,N113AN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,900,0,0,0900-0959,1730,1703,0,1700-1759,0,,330,303,2475,10,,,,,
2,8,5,AA,N103NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,858,0,0,0900-0959,1730,1656,0,1700-1759,0,,330,298,2475,10,,,,,
2,9,6,AA,N105NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,857,0,0,0900-0959,1730,1632,0,1700-1759,0,,330,275,2475,10,,,,,
2,11,1,AA,N117AN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,853,0,0,0900-0959,1730,1711,0,1700-1759,0,,330,318,2475,10,,,,,
2,12,2,AA,N103NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,904,4,0,0900-0959,1730,1726,0,1700-1759,0,,330,322,2475,10,,,,,
2,13,3,AA,,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,1100,120,1,0900-0959,1730,1911,101,1700-1759,0,,330,311,2475,10,101,0,0,0,0
2,14,4,AA,N109NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,858,0,0,0900-0959,1724,1709,0,1700-1759,0,,324,311,2475,10,,,,,
2,15,5,AA,N116AN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,1856,596,1,0900-0959,1724,237,553,1700-1759,0,,324,281,2475,10,14,0,0,0,539
2,16,6,AA,N112AN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,856,0,0,0900-0959,1724,1650,0,1700-1759,0,,324,294,2475,10,,,,,
2,18,1,AA,N102NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,900,0,0,0900-0959,1724,1637,0,1700-1759,0,,324,277,2475,10,,,,,
2,19,2,AA,N114NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,857,0,0,0900-0959,1724,1637,0,1700-1759,0,,324,280,2475,10,,,,,
2,20,3,AA,N109NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,1100,120,1,0900-0959,1724,1858,94,1700-1759,0,,324,298,2475,10,0,0,94,0,0
